category,title,price,img_url,Brand,Material,Body Finish,Application Area,Contry of Origin,IP Rating,Warranty,Mounting System,Height,Diameter,Lamp Type,Length,Width,LED Color (CCT),Dimmable,Voice Control,Location,Cutout Diameter,Wattage,Voltage,Technical Specsheet
pendant-lights,ANKUR CARAVAGGIO ALUMINIUM DEEP DOME HANGING LIGHT,"₹ 3,200",//www.ankurlighting.com/cdn/shop/products/ankur-caravaggio-aluminium-deep-dome-hanging-light-ankur-lighting-1.jpg?v=1695131746&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),,IP 20,12 Months,Surface,(1.3 FEET) 400,(1.5 feet) 440,E27,,,,,,,,,,
pendant-lights,ANKUR VINTAGE RETRO CAGE HANGING PENDANT LIGHT,"₹ 1,650",//www.ankurlighting.com/cdn/shop/products/ankur-vintage-retro-cage-hanging-pendant-light-ankur-lighting-1.jpg?v=1695131422&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),,,,,203MM (0.66 feets.),279MM (0.91 feets.),E27,,,,,,,,,,
pendant-lights,ANKUR SAMARA ROSE GOLD METAL CAGE WITH FROSTED GLASS PENDANT LIGHT,"₹ 9,800",//www.ankurlighting.com/cdn/shop/products/ankur-samara-rose-gold-metal-cage-with-frosted-glass-pendant-light-ankur-lighting-1.jpg?v=1695131782&width=1250,Ankur Lighting,Metal,Rose Gold,Indoor (Dry Rated),,IP 20,12 Months,Surface,290MM (0.95 Feet.),,E27,290MM (0.95 Feet.),290MM (0.95 Feet.),,,,,,,,
pendant-lights,ANKUR CONE CONCRETE HANGING,"₹ 7,800",//www.ankurlighting.com/cdn/shop/products/ankur-cone-concrete-hanging-ankur-lighting-1.jpg?v=1695131654&width=1250,Ankur Lighting,Concrete,Rough Concrete finish,Indoor (Dry Rated),,IP 20,12 Months,Surface,230MM (0.75 feet.),150MM (0.49 feet.),E27,,,,,,,,,,
pendant-lights,ANKUR BALI ROUND GLASS LED HANGING LIGHT,"₹ 9,800",//www.ankurlighting.com/cdn/shop/products/ankur-bali-round-glass-led-hanging-light-ankur-lighting-1.jpg?v=1695131796&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),,IP 20,12 Months,Surface,130MM (0.43 feet.),310MM (1.02 feet.),LED COB,,,,,,,,5,,
pendant-lights,ANKUR BROKIS KNOT DISCO GLASS LED PENDANT LIGHT,"₹ 10,800",//www.ankurlighting.com/cdn/shop/products/ankur-brokis-knot-disco-glass-led-pendant-light-ankur-lighting-1.jpg?v=1695131796&width=1250,Ankur Lighting,Glass,Gold,Indoor (Dry Rated),,IP 20,12 Months,Surface,280MM (0.92 feet.),310MM (1.02 feet.),LED SMD,,,,,,,,5,,
pendant-lights,ANKUR CYLINDER GLASS HANGING LIGHT,"₹ 9,800",//www.ankurlighting.com/cdn/shop/products/ankur-cylinder-glass-hanging-light-ankur-lighting-1.jpg?v=1695131796&width=1250,,Metal,Gold,Indoor (Dry Rated),,IP 20,12 Months,Surface,260MM (0.85 feet.),180MM (0.59 feet.),LED COB,,,,,,,,5,,
pendant-lights,ANKUR ECLAIR NATURAL CANE AND FABRIC PENDANT LIGHT,"₹ 16,000",//www.ankurlighting.com/cdn/shop/products/ankur-eclair-natural-cane-and-fabric-pendant-light-ankur-lighting-1.jpg?v=1695131830&width=1250,Ankur Lighting,Bamboo / Cane,Brown,Indoor (Dry Rated),,IP 20,12 Months,Surface,400MM (1.31 feet.),,E27,600MM (1.97 feet.),600MM (1.97 feet.),,,,,,,,
pendant-lights,ANKUR CANE HAT BAMBOO PENDANT LIGHT,"₹ 15,500",//www.ankurlighting.com/cdn/shop/products/ankur-cane-hat-bamboo-pendant-light-ankur-lighting-1.jpg?v=1695131809&width=1250,Ankur Lighting,Bamboo / Cane,,Indoor (Dry Rated),,IP 20,12 Months,Surface,220MM (0.72 feet.),,E27,600MM (2 Feet.),400MM (1.3 Feet.),,No,,,,,,
pendant-lights,ANKUR HALO WIDE GLASS LED PENDANT LIGHT,"₹ 14,000",//www.ankurlighting.com/cdn/shop/products/ankur-halo-wide-glass-led-pendant-light-ankur-lighting-1.jpg?v=1695131746&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),,IP 20,12 Months,Surface,150MM (0.49 feet.),230MM (0.75 feet.),,,,,,,,,8,,
pendant-lights,ANKUR DIXON HALF CHROME GLASS PENDANT LIGHT,"₹ 3,900",//www.ankurlighting.com/cdn/shop/products/ankur-dixon-half-chrome-glass-pendant-light-ankur-lighting-1.jpg?v=1695132025&width=1250,Ankur Lighting,Glass,Chrome,Indoor (Dry Rated),,IP 20,12 Months,Surface,,(1.3 feet) 400,E27,,,,No,,,,,,
pendant-lights,ANKUR CONCRETE DOME HANGING,"₹ 6,800",//www.ankurlighting.com/cdn/shop/products/ankur-concrete-dome-hanging-ankur-lighting-1.jpg?v=1695131654&width=1250,Ankur Lighting,Concrete,,Indoor (Dry Rated),,IP 20,12 Months,Surface,295MM (0.97 feet.),250MM (0.82 feet.),E27,,,,,,,,,,
pendant-lights,ANKUR ZANE CANE MESH PENDANT LIGHT,"₹ 10,000",//www.ankurlighting.com/cdn/shop/products/ankur-zane-cane-mesh-pendant-light-ankur-lighting-1.png?v=1695131809&width=1250,Ankur Lighting,Cane,,Indoor (Dry Rated),China,,12 Months,Surface,230MM (0.75feet.),450MM (1.5feet.),E27,,,,,,,,,,
pendant-lights,ANKUR CORA GOLDEN GRADIENT TYPE A HANGING LIGHT,"₹ 5,900",//www.ankurlighting.com/cdn/shop/products/ankur-cora-golden-gradient-type-a-hanging-light-ankur-lighting-1.jpg?v=1695131830&width=1250,Ankur Lighting,Glass,Gold ombre,Indoor (Dry Rated),,IP 20,12 Months,Surface,280MM (0.92 feet.),170MM (0.56 feet.),E27,,,,No,,,,,,
pendant-lights,ANKUR CORA GOLDEN GRADIENT TYPE B HANGING LIGHT,"₹ 6,950",//www.ankurlighting.com/cdn/shop/products/ankur-cora-golden-gradient-type-b-hanging-light-ankur-lighting-1.jpg?v=1695131831&width=1250,Ankur Lighting,Glass,Gold ombre,Indoor (Dry Rated),,IP 20,12 Months,Surface,250MM (0.82 feet.),230MM (0.75 feet.),E27,,,,No,,,,,,
pendant-lights,ANKUR GOLD LEAF CONCRETE HANGING,"₹ 6,800",//www.ankurlighting.com/cdn/shop/products/ankur-gold-leaf-concrete-hanging-ankur-lighting-1.jpg?v=1695131674&width=1250,Ankur Lighting,Concrete,Dark Grey / Wood,Indoor (Dry Rated),,IP 20,12 Months,Surface,300MM (0.98 feet.),230MM (0.75 feet.),E27,,,,,,,,,,
pendant-lights,ANKUR HAVANA CLEAR GLASS CONE TRIM GLOBE HANGING LIGHT,"₹ 4,950",//www.ankurlighting.com/cdn/shop/products/ankur-clear-glass-hanging-light-ankur-lighting-1.jpg?v=1695131597&width=1250,Ankur Lighting,Glass,Gold,Indoor (Dry Rated),,IP 20,12 Months,Surface,,(1 feet) 300,G9,,,,No,,,,,AC100-240V,
pendant-lights,ANKUR GLASS BALL HANGING LIGHT,"₹ 3,500",//www.ankurlighting.com/cdn/shop/products/ankur-glass-ball-hanging-light-ankur-lighting-1.png?v=1695131847&width=1250,Ankur Lighting,Glass,Clear,Indoor (Dry Rated),,IP 20,12 Months,Surface,1000MM (3.28 feet.),120MM (0.39 feet.),G4,,,,,,,,,,
pendant-lights,ANKUR FLOWER CONCRETE HANGING,"₹ 6,200",//www.ankurlighting.com/cdn/shop/products/ankur-flower-concrete-hanging-ankur-lighting-1.jpg?v=1695131675&width=1250,,Concrete,,Indoor (Dry Rated),,IP 20,12 Months,Surface,150MM (0.49 feet.),350MM (1.15 feet.),E27,,,,,,,,,,
pendant-lights,ANKUR DIVINE GRADIENT ROSE GOLD GLASS HANGING LIGHT,"₹ 9,900",//www.ankurlighting.com/cdn/shop/products/ankur-divine-gradient-rose-gold-glass-hanging-light-ankur-lighting-1.jpg?v=1695131782&width=1250,Ankur Lighting,Glass,Rose Gold,Indoor (Dry Rated),,IP 20,12 Months,Surface,420MM (1.38 feet.),200MM (0.66 feet.),E27,,,,,,,,,,
pendant-lights,ANKUR DOUBLE ROPE HANGING,"₹ 3,000",//www.ankurlighting.com/cdn/shop/products/ankur-double-rope-hanging-ankur-lighting-1.jpg?v=1695131407&width=1250,Ankur Lighting,,Jute Rope,Indoor (Dry Rated),,IP 20,12 Months,Surface,,,E27,,,,,,,,,,
pendant-lights,ANKUR CONCRETE HANGING,"₹ 5,800",//www.ankurlighting.com/cdn/shop/products/ankur-concrete-hanging-ankur-lighting-1.jpg?v=1695131566&width=1250,Ankur Lighting,Concrete,Grey,Indoor (Dry Rated),,IP 20,12 Months,Surface,200MM (0.66 feet.),95MM (0.31 feet.),E27,,,,,,,,,,
pendant-lights,ANKUR SQUARE CAGE CONCRETE HANGING,"₹ 9,800",//www.ankurlighting.com/cdn/shop/products/ankur-square-cage-concrete-hanging-ankur-lighting-1.jpg?v=1695131688&width=1250,Ankur Lighting,Concrete,Smooth Concrete finish with black metal frames,Indoor (Dry Rated),,IP 20,,Surface,300MM (1 Feet),300MM (1 Feet),E27,,,,,,,,,,
pendant-lights,ANTIQUE RUSTIC BLACK METAL PENDANT LIGHT,"₹ 3,600",//www.ankurlighting.com/cdn/shop/products/antique-rustic-black-metal-pendant-light-ankur-lighting-1.webp?v=1695131990&width=1250,Ankur Lighting,Metal,Grey,Indoor (Dry Rated),,IP 20,12 Months,Surface,230MM (0.75 feet.),360MM (1.18 feet.),E27,,,,No,,,,,,
pendant-lights,ANKUR MINI DOME WITH CAGE HANGING LIGHT,"₹ 1,850",//www.ankurlighting.com/cdn/shop/products/ankur-mini-dome-with-cage-hanging-light-ankur-lighting-1.jpg?v=1695131764&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),,IP 20,12 Months,Surface,250MM (0.8 feet.),320MM (1.04 feet.),E27,,,,,,,,,,
pendant-lights,ANKUR METAL MESH CONE CONCRETE HANGING,"₹ 4,850",//www.ankurlighting.com/cdn/shop/products/ankur-metal-mesh-cone-concrete-hanging-ankur-lighting-1.jpg?v=1695131548&width=1250,Ankur Lighting,Concrete,Grey,Indoor (Dry Rated),,IP 20,12 Months,Surface,160MM (0.52 feet),160MM (0.52 feet),E27,,,,,,,,,,
pendant-lights,ANKUR METAL MESH CUBE CONCRETE HANGING,"₹ 4,850",//www.ankurlighting.com/cdn/shop/products/ankur-metal-mesh-cube-concrete-hanging-ankur-lighting-1.jpg?v=1695131527&width=1250,Ankur Lighting,Concrete,Grey,Indoor (Dry Rated),,IP 20,12 Months,Surface,125MM (0.41 feet),,E27,130MM (0.42 feet),130MM (0.42 feet),,,,,,,,
pendant-lights,ANKUR GOLDEN CAGE CONCRETE HANGING,"₹ 7,400",//www.ankurlighting.com/cdn/shop/products/ankur-golden-cage-concrete-hanging-ankur-lighting-1.jpg?v=1695131688&width=1250,Ankur Lighting,Metal,Black Cylinder / Golden Frames,Indoor (Dry Rated),,IP 20,12 Months,Surface,285MM (0.94 feet.),,E27,205MM (0.67 feet.),205MM (0.67 feet.),,,,,,,,
pendant-lights,ANKUR BLACK MODERN HANGING,"₹ 9,500",//www.ankurlighting.com/cdn/shop/products/ankur-black-modern-hanging-ankur-lighting-1.jpg?v=1695131724&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),,IP 20,,Surface,300MM (0.98 feet.),400MM (1.31 feet.),E27,,,,,,,,,,
pendant-lights,ANKUR BERLIN GLASS DOME LED PENDANT LIGHT,"₹ 17,500",//www.ankurlighting.com/cdn/shop/products/ankur-berlin-glass-dome-led-pendant-light-ankur-lighting-1.jpg?v=1695131764&width=1250,Ankur Lighting,Glass,Clear Amber,Indoor (Dry Rated),,IP 20,12 Months,Surface,440MM (1.44 feet.),240MM (0.79 feet.),LED COB,,,,,,,,24,,
pendant-lights,ANKUR METAL CAGE PENDANT LIGHT,"₹ 3,199",//www.ankurlighting.com/cdn/shop/products/ankur-metal-cage-pendant-light-ankur-lighting-1.jpg?v=1695131421&width=1250,Ankur Lighting,Aluminium,Black Powder Coating,Indoor (Dry Rated),,IP 20,12 Months,Surface,240MM (0.78 feet.),280MM (0.9 feet.),E27,,,,,,,,,,
pendant-lights,ANKUR EGG METAL PENDANT LIGHT,"₹ 2,950",//www.ankurlighting.com/cdn/shop/products/ankur-egg-metal-pendant-light-ankur-lighting-1.jpg?v=1695131247&width=1250,Ankur Lighting,Aluminium,White,Indoor (Dry Rated),India,IP 20,12 Months,Surface,320MM (1.04 feet.),300MM (0.98 feet.),E27,,,,,,,,20,,
pendant-lights,ANKUR HALF DOME METAL PENDANT LIGHT,"₹ 2,800",//www.ankurlighting.com/cdn/shop/products/ankur-half-dome-metal-pendant-light-ankur-lighting-1.jpg?v=1695131247&width=1250,Ankur Lighting,Aluminium,White,Indoor (Dry Rated),,IP 20,12 Months,Surface,,,E27,,,,,,,,,110-220V,
floor-lamps,ANKUR MUSHROOM HEAD TRIPOD FLOOR LAMP,"₹ 14,500",//www.ankurlighting.com/cdn/shop/products/ankur-mushroom-head-tripod-floor-lamp-ankur-lighting-1.jpg?v=1695132735&width=1250,Ankur Lighting,Metal,Golden,Indoor (Dry Rated),India,IP 20,12 Months,Surface,1620MM (5.31feet.),460MM (1.5 feet.),E27,,,,,,,,,,
floor-lamps,ANKUR SLOF IC FLOOR LAMP,"₹ 19,500",//www.ankurlighting.com/cdn/shop/products/ankur-slof-ic-floor-lamp-ankur-lighting-1.jpg?v=1695131616&width=1250,Ankur Lighting,Metal,Chrome,Indoor (Dry Rated),,,12 Months,Surface,1600MM (5.24 feet.),300MM (0.98 feet.),E27,,,,,,,,,,
floor-lamps,ANKUR SONJA MODERN NORDIC FLOOR LAMP,"₹ 9,500",//www.ankurlighting.com/cdn/shop/files/product-image-1409431863_2000x_d228ff6d-287c-4e8d-ae40-51cbfb13f4e5.jpg?v=1714807406&width=1250,Ankur Lighting,Metal,,Indoor (Dry Rated),China,,12 Months,,1600MM (5.2 feet.),260MM (0.85 feet.),G9,,,,,,,,,,
floor-lamps,ANKUR TROPH SMOKE GREY GLASS AND METAL FLOOR STANDING LAMP,"₹ 16,500",//www.ankurlighting.com/cdn/shop/products/1_c3735411-c6e3-4334-9c8b-8a67d1e81b49.jpg?v=1678974275&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),China,IP 20,12 Months,Surface,,,E27,450MM (1.48 feet.),450MM (1.48 feet.),,No,,,,,,
floor-lamps,ROBERT LUXURY METAL AND CRYSTAL DESIGNER FLOOR LAMP,"₹ 12,000",//www.ankurlighting.com/cdn/shop/products/robert-luxury-metal-and-crystal-designer-floor-lamp-ankur-lighting-1.jpg?v=1695132822&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),China,,12 Months,,1540MM (5.05 feet.),400MM (1.31 feet.),E27,770MM (2.53 feet.),780MM (2.56 feet.),,,,,,,110-220V,
floor-lamps,ANKUR SEVERN DESIGNER FLOOR LAMP,"₹ 12,000",//www.ankurlighting.com/cdn/shop/products/ankur-severn-designer-floor-lamp-ankur-lighting-1.jpg?v=1695132822&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),China,,12 Months,,1650MM (5.41 feet.),,E27,770MM (2.53 feet.),780MM (2.56 feet.),,,,,,,110-220V,
floor-lamps,ANKUR AURAM FABRIC SHAD TRIPOD FLOOR LAMP,"₹ 9,850",//www.ankurlighting.com/cdn/shop/products/ankur-auram-fabric-shad-tripod-floor-lamp-ankur-lighting-1.jpg?v=1695132735&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),China,IP 20,12 Months,Surface,1650MM (5.41 feet.),450MM (1.47 feet.),E27,450MM (1.48 feet.),450MM (1.48 feet.),,No,,,,,,
floor-lamps,ANKUR BEAUTIFUL BLACK LADY SCULPTURE HOLDING LIGHT GLOBES FLOOR LIGHT,"₹ 1,14,000",//www.ankurlighting.com/cdn/shop/products/ankur-beautiful-black-lady-sculpture-holding-light-globes-floor-light-ankur-lighting-1.jpg?v=1695132620&width=1250,Ankur Lighting,,Black,Outdoor (Wet Rated),,IP 20,12 Months,,2000MM (6.56 feet.),650MM (2.13 feet.),E27,770MM (2.53 feet.),780MM (2.56 feet.),,,,,,,110-220V,
floor-lamps,ANKUR MODERN TWIG BRANCH SCULPTURE FLOOR LAMP,"₹ 19,500",//www.ankurlighting.com/cdn/shop/products/ankur-modern-twig-branch-sculpture-floor-lamp-ankur-lighting-1.jpg?v=1695132319&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),,,12 Months,Surface,2000MM (6.56feet.),530MM (1.73feet.),E27,,,,,,,,,,
floor-lamps,ANKUR ORGAN CONTEMPORARY FLOOR LAMP GOLD FINISH,"₹ 34,000",//www.ankurlighting.com/cdn/shop/products/ankur-organ-contemporary-floor-lamp-gold-finish-ankur-lighting-1.jpg?v=1695131688&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),,,12 Months,Surface,1680MM (5.5 feet.),450MM (1.47 feet.),E27,,,,,,,,,,
floor-lamps,ANKUR TRIPOD WOODEN AND SHADE FLOOR LAMP,"₹ 9,500",//www.ankurlighting.com/cdn/shop/products/ankur-tripod-wooden-and-shade-floor-lamp-ankur-lighting-1.jpg?v=1695131616&width=1250,Ankur Lighting,Metal,Wooden,Indoor (Dry Rated),,,12 Months,Surface,1550MM (5 feet.),450MM (1.47 feet.),E27,,,,,,,,,,
floor-lamps,ANKUR RETRO TRIPOD FLOOR LAMP,"₹ 7,500",//www.ankurlighting.com/cdn/shop/products/ankur-retro-tripod-floor-lamp-ankur-lighting-1.jpg?v=1695131702&width=1250,Ankur Lighting,Metal,Antique Brass,Indoor (Dry Rated),,,12 Months,Surface,1120MM (3.67feet.),,E27,,,,,,,,,,
floor-lamps,ANKUR MAGNUM METAL FLOOR LAMP,"₹ 19,800",//www.ankurlighting.com/cdn/shop/products/ankur-magnum-metal-floor-lamp-ankur-lighting-1.jpg?v=1695131847&width=1250,Ankur Lighting,Metal,Black and Gold,Indoor (Dry Rated),,IP 20,12 Months,Surface,1550MM (5.08 feet.),,E27,250MM (0.82 feet.),350MM (1.14 feet.),,,,,,,,
floor-lamps,ANKUR SLOF CAPTAIN FLINT FLOOR LAMP,"₹ 19,500",//www.ankurlighting.com/cdn/shop/products/ankur-slof-captain-flint-floor-lamp-ankur-lighting-1.jpg?v=1695131616&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),,,12 Months,,1537MM (5feet.),210MM (0.68feet.),E27,,,,,,,,,,
floor-lamps,ANKUR LUCID FLOOR LAMP,"₹ 9,500",//www.ankurlighting.com/cdn/shop/products/ankur-lucid-floor-lamp-ankur-lighting-1.jpg?v=1695131654&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),,IP 20,12 Months,Surface,1500MM (5 feet.),520MM (1.7 feet.),E27,,,,,,,,,,
outdoor-lights,ANKUR QUADRATO ALUM DIECAST OUTDOOR POST GATE LIGHT,"₹ 3,250",//www.ankurlighting.com/cdn/shop/products/ankur-quadrato-alum-diecast-outdoor-post-gate-light-ankur-lighting-1.jpg?v=1695132320&width=2953,Ankur Lighting,Aluminium,Grey,Outdoor (Wet Rated),,IP 54,12 Months,Surface,265 (0.86feet.),,E27,250 (0.82feet.),250 (0.82feet.),,,,,,,110-240V,Download SpecSheet
outdoor-lights,ANKUR BRISA ADJUSTABLE SLIM OUTDOOR LED BOLLARD LIGHT,"₹ 4,450",//www.ankurlighting.com/cdn/shop/products/ankur-brisa-adjustable-slim-outdoor-led-bollard-light-ankur-lighting-1.jpg?v=1695132683&width=1250,Ankur Lighting,Stainless Steel,Black,Outdoor (Wet Rated),India,IP 6X,12 Months,Surface,1000MM (3.3 feet.),60MM (0.2 feet.),LED COB,,,3000K,,,,,10,180-230V,Download SpecSheet
outdoor-lights,ANKUR MOON OUTDOOR LED WALL LIGHT,"₹ 1,250",//www.ankurlighting.com/cdn/shop/products/ankur-moon-outdoor-led-wall-light-ankur-lighting-1.jpg?v=1695132620&width=1250,Ankur Lighting,Aluminium,Black,Outdoor (Wet Rated),India,IP 54,12 Months,Surface,,178MM (0.58 feet.),LED SMD,,,3000K,,,,,12,110-240V,Download SpecSheet
outdoor-lights,ANKUR VEE ONE-WAY OUTDOOR WATERPROOF IP RATED LED WALL LIGHT,₹ 590,//www.ankurlighting.com/cdn/shop/products/ankur-vee-one-way-outdoor-waterproof-ip-rated-led-wall-light-ankur-lighting-1.jpg?v=1695132393&width=1250,Ankur Lighting,Aluminium,Grey,Outdoor (Wet Rated),India,IP 54,12 Months,Surface,75MM (0.25 feet.),,LED COB,80MM (0.26 feet.),63MM (0.21 feet.),,No,,,,3,180-240V,Download SpecSheet
outdoor-lights,ANKUR SNOOT DIECAST OUTDOOR FACADE OR GARDEN LIGHT WITH SPIKE OR BASE,₹ 850,//www.ankurlighting.com/cdn/shop/products/ankur-snoot-diecast-outdoor-facade-or-garden-light-with-spike-or-base-ankur-lighting-1.jpg?v=1695132086&width=1250,Ankur Lighting,Aluminium,Black,Outdoor (Wet Rated),India,IP 54,12 Months,,150MM (0.49feet.),85MM (0.27feet.),,,,3000K,With Dimmable Driver (Optional),,,,12,,Download SpecSheet
outdoor-lights,ANKUR SABLE UP/DOWN INDOOR/OUTDOOR ACRYLIC WALL LIGHT,"₹ 1,700",//www.ankurlighting.com/cdn/shop/files/ankur-sable-updown-indooroutdoor-acrylic-wall-light-ankur-lighting-4.jpg?v=1699287199&width=1250,Ankur Lighting,Aluminium,Black,Outdoor (Wet Rated),China,IP 54,12 Months,Surface,125MM (0.41 Feet),,LED SMD,,80MM (0.26 Feet),,No,,,,,,
outdoor-lights,ANKUR DOXX LED OUTDOOR GARDEN FACADE LIGHT,"₹ 2,350",//www.ankurlighting.com/cdn/shop/products/ankur-doxx-led-outdoor-garden-facade-light-ankur-lighting-1.jpg?v=1695132086&width=1250,Ankur Lighting,Aluminium,Black,Outdoor (Wet Rated),India,IP 6X,12 Months,Surface,135MM (0.44 feet.),35MM (0.11 feet.),LED COB,,,3000K,With Dimmable Driver (Optional),,,,6,180-230V,Download SpecSheet
outdoor-lights,"ANKUR SLANT OUTDOOR LED WALL LIGHT FOR STAIRCASE, DRIVEWAYS, GARDEN PASSAGE",₹ 700,//www.ankurlighting.com/cdn/shop/products/ankur-slant-outdoor-led-wall-staircase-driveway-light-ankur-lighting-1.jpg?v=1699287292&width=1250,Ankur Lighting,Aluminium,Grey,Outdoor (Wet Rated),India,IP 54,12 Months,Recess,80MM (0.26feet.),,LED SMD,160MM (0.52feet.),100MM (0.33feet.),3000K,,,,,6,,Download SpecSheet
outdoor-lights,ANKUR VEE UP DOWN OUTDOOR WATERPROOF IP RATED LED WALL LIGHT,₹ 950,//www.ankurlighting.com/cdn/shop/products/ankur-vee-up-down-outdoor-waterproof-ip-rated-led-wall-light-ankur-lighting-1.jpg?v=1695132415&width=1250,Ankur Lighting,Aluminium,Grey,Outdoor (Wet Rated),India,IP 54,12 Months,Surface,140MM (0.46 feet.),,LED COB,80MM (0.26 feet.),63MM (0.21 feet.),,No,,,,6,180-240V,Download SpecSheet
outdoor-lights,ANKUR SQUARE METAL OUTDOOR GATE POST LIGHT,"₹ 3,900",//www.ankurlighting.com/cdn/shop/products/ankur-square-metal-outdoor-gate-post-light-ankur-lighting-3.jpg?v=1699287466&width=1250,Ankur Lighting,Aluminium,Grey,Outdoor (Wet Rated),India,IP 54,12 Months,Surface,270MM (0.88feet.),,E27,220MM (0.72feet.),220MM (0.72feet.),,,,,,,110-240,Download SpecSheet
outdoor-lights,ANKUR ROTED 4-WAY ROUND OUTDOOR LED WALL LIGHT,"₹ 1,900",//www.ankurlighting.com/cdn/shop/products/ankur-roted-4-way-round-outdoor-led-wall-light-ankur-lighting-1.jpg?v=1695131890&width=1250,Ankur Lighting,Aluminium,Dark Grey,Outdoor (Wet Rated),,IP 6X,12 Months,Surface,,120MM (0.39 feet.),LED COB,,,,No,,,,3,AC100-240V,Download SpecSheet
outdoor-lights,ANKUR COMPATTA CUBO OUTDOOR LED WALL LIGHT,₹ 750,//www.ankurlighting.com/cdn/shop/products/ankur-compatta-cubo-outdoor-led-wall-light-ankur-lighting-1.jpg?v=1695131890&width=1250,Ankur Lighting,Aluminium,White,Outdoor (Wet Rated),India,IP 54,12 Months,Surface,63MM (0.20feet),,LED SMD,(2.5 inch) 63,(2.5 inch) 63,,,,,,12,180-230V,Download SpecSheet
outdoor-lights,ANKUR OUTDOOR RATED IN-GROUND BURIAL IN SS WITH GU10 LED,₹ 950,//www.ankurlighting.com/cdn/shop/products/ankur-outdoor-rated-in-ground-burial-in-ss-with-gu10-led-ankur-lighting-1.jpg?v=1695132114&width=1250,Ankur Lighting,Aluminium,Stainless steel,Outdoor (Wet Rated),,IP 54,12 Months,Recess,105MM (0.34feet.),110MM (0.36feet.),,,,,,,,100MM (0.32feet.),,,Download SpecSheet
outdoor-lights,ANKUR DOXX OUTDOOR LED BOLLARD LIGHT,"₹ 4,700",//www.ankurlighting.com/cdn/shop/products/ankur-doxx-outdoor-led-bollard-light-ankur-lighting-2.jpg?v=1699286061&width=1250,Ankur Lighting,Aluminium,Black,Outdoor (Wet Rated),India,IP 6X,12 Months,Surface,600mm (2 feet),42mm (0.13 feet),LED COB,,,,,,,,6,180-230V,
outdoor-lights,ANKUR EYE OUTDOOR LED WALL STAIRCASE DRIVEWAY FOOT LIGHT,₹ 650,//www.ankurlighting.com/cdn/shop/products/ankur-eye-outdoor-foot-light.jpg?v=1699286074&width=1250,Ankur Lighting,Aluminium,Black,Outdoor (Wet Rated),India,IP 54,12 Months,Recess,"60MM (0.191feet,)","80MM (0.26feet,)",,"80MM (0.26feet,)","80MM (0.26feet,)",3000K,No,,,"78MM (0.25feet,)",1,AC180-240V,
outdoor-lights,ANKUR LENSO 2-WAY NARROW BEAM OUTDOOR RATED LED WALL LIGHT,"₹ 1,450",//www.ankurlighting.com/cdn/shop/products/ankur-lenso-2-way-narrow-beam-outdoor-rated-led-wall-light-ankur-lighting-1.jpg?v=1695132305&width=1250,Ankur Lighting,Aluminium,Graphite grey,Outdoor (Wet Rated),,IP 54,12 Months,Surface,124MM (0.41 feet.),,LED SMD,60MM (0.2 feet.),43MM (0.14 feet.),,No,,,,3,AC100-240V,Download SpecSheet
outdoor-lights,ANKUR SNOOT MINI LED OUTDOOR SPIKE LIGHT FOR FACADE OR GARDEN,₹ 800,//www.ankurlighting.com/cdn/shop/products/ankur-snoot-mini-led-outdoor-spike-light-for-facade-or-garden-ankur-lighting-1.jpg?v=1695132086&width=1250,Ankur Lighting,Aluminium,Dark Grey,Outdoor (Wet Rated),China,IP 54,12 Months,,80MM (0.26 feet.),60MM (0.2 feet.),LED COB,,,,,,,,5,180-220V,Download SpecSheet
outdoor-lights,"ANKUR SQURVE OUTDOOR RATED LED FOOT LIGHT FOR ROOMS, STAIRCASES OR PATHWAYS",₹ 700,//www.ankurlighting.com/cdn/shop/files/FL1.jpg?v=1702037034&width=1250,,,,Outdoor (Wet Rated),India,IP 54,12 Months,Surface,95MM (0.31 Feet),,LED SMD,,,,,,,,5,,
outdoor-lights,ANKUR HOUSA SQUARE ALUMINIUM OUTDOOR GATE LIGHT / PILLAR POST LIGHT,"₹ 3,900",//www.ankurlighting.com/cdn/shop/files/ankur-housa-square-aluminium-outdoor-gate-light-pillar-post-light-ankur-lighting-1.jpg?v=1695133142&width=1000,,,Black,Outdoor (Wet Rated),India,IP 6X,12 Months,Surface,255MM (0.83feet.),,E27,225MM (0.73feet.),225MM (0.73feet.),,,,,,,,
