category,title,price,img_url,Brand,Material,Body Finish,Application Area,Contry of Origin,IP Rating,Warranty,Mounting System,Height,Diameter,Lamp Type,Length,Width,LED Color (CCT),Dimmable,Voice Control,Location,Cutout Diameter,Wattage,Voltage,Technical Specsheet
ceiling-lights,ANKUR TOM DIXON WIDE PENDANT LIGHT,₹ 950,//www.ankurlighting.com/cdn/shop/products/ankur-tom-dixon-wide-pendant-light-ankur-lighting-1.jpg?v=1695131382&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),,,12 Months,Surface,185MM (0.60 feet.),340MM (1.11 feet.),E27,,,,,,,,,,
ceiling-lights,ANKUR ASTRA SURFACE LED PANEL LIGHT,₹ 400,//www.ankurlighting.com/cdn/shop/files/SurfaceCover.jpg?v=1703938206&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),India,,12 Months,Surface,40MM (0.13feet.),220MM (0.72feet.),,220MM (0.72feet.),220MM (0.72feet.),6500K,,,,,22,100-220V,
ceiling-lights,ANKUR GLO T5 LED TUBE BATTEN LIGHT,₹ 225,//www.ankurlighting.com/cdn/shop/products/ankur-glo-t5-led-tube-batten-light-ankur-lighting-1.jpg?v=1695131261&width=1250,Ankur Lighting,Plastic,White,Indoor (Dry Rated),,IP 20,12 Months,Surface,,,LED SMD,1200MM (4 feet.),(0.8 inch) 20,6500K,No,,,,20,220-240V,
ceiling-lights,ANKUR NORDIC SLIM CONE NATURAL WOOD AND METAL PENDANT LIGHT,"₹ 1,650",//www.ankurlighting.com/cdn/shop/products/ankur-nordic-slim-cone-natural-wood-and-metal-pendant-light-ankur-lighting-1.jpg?v=1695131421&width=1250,Ankur Lighting,Aluminium,,Indoor (Dry Rated),India,,12 Months,Surface,280MM (11inches),110MM (4.3inches),E27,,,,,,,,,,
ceiling-lights,ANKUR QUEST VINTAGE STYLE METAL AND GLASS HANGING LIGHT,"₹ 8,650",//www.ankurlighting.com/cdn/shop/products/ankur-quest-vintage-style-metal-and-glass-hanging-light-ankur-lighting-1.webp?v=1695131936&width=800,Ankur Lighting,Glass,Amber,Indoor (Dry Rated),China,,12 Months,,210MM (8.3 inches),265MM (10.4 inches),E27,,,,,,,,,,
ceiling-lights,ACORN NORDIC STYLE METAL WITH WOOD TOP PENDANT LIGHT,"₹ 2,450",//www.ankurlighting.com/cdn/shop/products/acorn-nordic-style-metal-with-wood-top-pendant-light-ankur-lighting-1.jpg?v=1695131616&width=1250,Ankur Lighting,Aluminium,Black / White,Indoor (Dry Rated),,IP 20,12 Months,Surface,225MM (0.7 Feet),355MM ((1.2 Feet),E27,,,,No,,,,,,
ceiling-lights,ANKUR TAMBOR LED DRUM PENDANT LIGHT,"₹ 5,800",//www.ankurlighting.com/cdn/shop/products/ankur-tambor-led-drum-pendant-light-ankur-lighting-1.jpg?v=1695132226&width=1250,Ankur Lighting,Aluminium,,Indoor (Dry Rated),,,12 Months,Surface,,,LED SMD,,,,,,,,,180-240V,
ceiling-lights,ANKUR RAIMOND SPARK BALL CHANDELIER,"₹ 21,500",//www.ankurlighting.com/cdn/shop/products/ankur-raimond-spark-ball-chandelier-ankur-lighting-1.jpg?v=1695132462&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),China,IP 20,12 Months,,,,,,,,,,,,,,
ceiling-lights,ANKUR 20MM LED MAGNETIC TRACK CHANNEL,"₹ 1,700",//www.ankurlighting.com/cdn/shop/products/ankur-20mm-led-magnetic-track-channel-ankur-lighting-1.jpg?v=1695132683&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),China,IP 20,12 Months,,56MM (0.18 Feet.),,,2000MM (6.6 Feet.),67MM (0.21 Feet.),,,,,,,180-230V,
ceiling-lights,ANKUR NORDIC WIDE METAL AND NATURAL WOOD PENDANT LIGHT,"₹ 3,400",//www.ankurlighting.com/cdn/shop/products/ankur-nordic-wide-metal-and-natural-wood-pendant-light-ankur-lighting-1.png?v=1695131597&width=1250,Ankur Lighting,Aluminium,Black,,India,,12 Months,Surface,150,450,E27,,,,,,,,,,
ceiling-lights,ANKUR TOM DIXON CONE PENDANT LIGHT,₹ 950,//www.ankurlighting.com/cdn/shop/products/ankur-tom-dixon-cone-pendant-light-ankur-lighting-1.jpg?v=1695131382&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),,,12 Months,Surface,390MM (1.27 feet.),190MM (0.62 feet.),E27,,,,,,,,,80-240V,
ceiling-lights,ANKUR PENTA GLO GLASS HANGING LIGHT,"₹ 4,200",//www.ankurlighting.com/cdn/shop/products/ankur-penta-glo-glass-hanging-light-ankur-lighting-1.jpg?v=1695132734&width=1250,Ankur Lighting,Glass,Rosegold,Indoor (Dry Rated),India,IP 20,12 Months,Surface,,200MM (0.65 feet.),G4,,,,,,,,,,
ceiling-lights,ANKUR DESIRE ROUND LED WALL LIGHT,"₹ 2,850",//www.ankurlighting.com/cdn/shop/products/ankur-desire-round-led-wall-light-ankur-lighting-1.jpg?v=1695131576&width=1250,Ankur Lighting,Aluminium,Antique Brass,Indoor (Dry Rated),India,IP 20,12 Months,Surface,92MM (0.30feet.),295MM (0.97feet.),LED SMD,,,3000K,,,,,13,AC100-240V,Download SpecSheet
ceiling-lights,ANKUR DIAMOND CAGE HANGING LIGHT,"₹ 1,950",//www.ankurlighting.com/cdn/shop/products/ankur-diamond-cage-hanging-light-ankur-lighting-1.jpg?v=1695131407&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),,,12 Months,Surface,(1.4 feet) 430,(1.45 feet) 442,E27,,,,,,,,,,
ceiling-lights,ANKUR BRASS HOLDER HANGING WITHOUT LAMP,₹ 850,//www.ankurlighting.com/cdn/shop/products/ankur-brass-holder-hanging-ankur-lighting-1.jpg?v=1695131576&width=1250,Ankur Lighting,Metal,Antique Brass,Indoor (Dry Rated),,IP 20,12 Months,Surface,,,E27,,,,,,,,,,
ceiling-lights,ANKUR CAGED LID PENDANT LIGHT,"₹ 2,450",//www.ankurlighting.com/cdn/shop/products/ankur-caged-lid-pendant-light-ankur-lighting-1.jpg?v=1695131527&width=1250,Ankur Lighting,Aluminium,Black / White / Red,Indoor (Dry Rated),,IP 20,12 Months,Surface,225MM (0.73 Feet),280MM (0.98 Feet),E27,,,,,,,,,,
ceiling-lights,ANKUR CHRONA UFO DISH GOLD LED PENDANT LIGHT,"₹ 7,500",//www.ankurlighting.com/cdn/shop/products/ankur-chrona-ufo-dish-gold-led-pendant-light-ankur-lighting-1.jpg?v=1695132749&width=1250,Ankur Lighting,Aluminium,Gold,Indoor (Dry Rated),China,,12 Months,,,400MM (1.3feet.),LED SMD,,,3000K,,,,,18,,
ceiling-lights,ANKUR PENCIL ROXX SLIM TUBE LED PENDANT LIGHT,"₹ 3,250",//www.ankurlighting.com/cdn/shop/products/ankur-pencil-roxx-slim-tube-led-pendant-light-ankur-lighting-1.jpg?v=1695131990&width=1250,Ankur Lighting,Metal,"Black, White, Chrome, Copper, Gold",Indoor (Dry Rated),India,IP 20,12 Months,Surface,600mm (2 FEET),40MM (0.132 FEET),LED COB,,,,,,,,6,,
ceiling-lights,ANKUR DMNS RED CONE GLASS PENDANT LIGHT,"₹ 1,250",//www.ankurlighting.com/cdn/shop/products/ankur-dmns-red-cone-glass-pendant-light-ankur-lighting-1.jpg?v=1695131964&width=1250,Ankur Lighting,Glass,Red,Indoor (Dry Rated),,IP 20,12 Months,Surface,400MM (1.31 feet.),125MM (0.41 feet.),E27,,,,,,,,,,
ceiling-lights,ANKUR SOMERSET GLASS PENDANT LIGHT,"₹ 12,500",//www.ankurlighting.com/cdn/shop/products/ankur-somerset-glass-pendant-light-ankur-lighting-1.jpg?v=1695131847&width=1250,Ankur Lighting,Metal,Gold / Milky White,Indoor (Dry Rated),China,IP 20,12 Months,Surface,900MM (2.95 feet.),220MM (0.72 feet.),E27,,,,,,,,,,
ceiling-lights,ANKUR LISA NORDIC GLASS VASE LED PENDANT LIGHT,"₹ 16,500",//www.ankurlighting.com/cdn/shop/products/ankur-lisa-nordic-glass-vase-led-pendant-light-ankur-lighting-1.jpg?v=1695131746&width=1250,Ankur Lighting,Glass,Amber / Smoke,Indoor (Dry Rated),,IP 20,12 Months,Surface,200MM (0.65 feet.),200MM (0.65 feet.),LED SMD,,,,,,,,10,,
ceiling-lights,ANKUR CONCRETE SPHERICAL HANGING,"₹ 6,800",//www.ankurlighting.com/cdn/shop/products/ankur-concrete-spherical-hanging-ankur-lighting-1.jpg?v=1695131675&width=1250,Ankur Lighting,Concrete,Rough Concrete finish,Indoor (Dry Rated),,IP 20,12 Months,Surface,180MM (0.59 feet.),120MM (0.39 feet.),E27,,,,,,,,,,
ceiling-lights,ANKUR ORB FEATHER LITE CONCRETE HANGING LIGHT,"₹ 8,800",//www.ankurlighting.com/cdn/shop/products/ankur-orb-feather-lite-concrete-hanging-light-ankur-lighting-1.jpg?v=1695131548&width=1250,,,,,India,,,,,,,,,,,,,,,,
ceiling-lights,ANKUR METAL MESH CYLINDRICAL CONCRETE HANGING,"₹ 5,400",//www.ankurlighting.com/cdn/shop/products/ankur-metal-mesh-cylindrical-concrete-hanging-ankur-lighting-1.jpg?v=1695131548&width=1250,Ankur Lighting,Concrete,Grey,Indoor (Dry Rated),,IP 20,12 Months,Surface,210MM (0.68 feet.),150MM (0.49 feet.),E27,,,,,,,,,,
ceiling-lights,ANKUR METAL WIRE CAGE HANGING LIGHT,"₹ 2,400",//www.ankurlighting.com/cdn/shop/products/ankur-metal-wire-cage-hanging-light-ankur-lighting-1.jpg?v=1695131422&width=1250,Ankur Lighting,Metal,Black and Brass,Indoor (Dry Rated),,IP 20,12 Months,Surface,160MM (0.52 feet.),140MM (0.45 feet.),E27,,,,,,,,,,
ceiling-lights,ANKUR MAYA GOLDEN GRADIENT GLASS GLOBE HANGING LIGHT,"₹ 6,900",//www.ankurlighting.com/cdn/shop/products/ankur-maya-golden-gradient-glass-globe-hanging-light-ankur-lighting-1.jpg?v=1695131247&width=1250,Ankur Lighting,Glass,Golden Gradient,Indoor (Dry Rated),China,,12 Months,Surface,,350MM (1.1feet.),E27,,,,,,,,,,
ceiling-lights,ANKUR SPACED CRYSTAL BAR LED ROUND CONTEMPORARY CHANDELIER,"₹ 24,500",//www.ankurlighting.com/cdn/shop/products/ankur-spaced-crystal-bar-led-round-contemporary-chandelier-ankur-lighting-1.jpg?v=1695132415&width=1250,Ankur Lighting,Metal,Gold,Indoor (Dry Rated),,,12 Months,Surface,300MM (0.98 feet.),600MM (1.97 feet.),LED SMD,,,,,,,,,,
ceiling-lights,ANKUR HELIX MODERN GLASS AND METAL CHANDELIER,"₹ 24,500",//www.ankurlighting.com/cdn/shop/products/ankur-helix-modern-glass-and-metal-chandelier-ankur-lighting-1.png?v=1695131964&width=1250,Ankur Lighting,Metal,Black and Gold,Indoor (Dry Rated),China,IP 20,12 Months,Surface,,,E27,,,,,,,,,,
ceiling-lights,ANKUR SOLAR SYSTEM LIGHTS CHANDELIER,"₹ 21,000",//www.ankurlighting.com/cdn/shop/products/ankur-solar-system-lights-chandelier-ankur-lighting-1.jpg?v=1695131261&width=1100,,,,,,,12 Months,,1200MM (3.94 feet.),,G9,700MM (2.3 feet.),500MM (1.64 feet.),,,,,,,,
ceiling-lights,Ankur Maria 18 Lamp Italian Decorative Chandelier,"₹ 88,000",//www.ankurlighting.com/cdn/shop/files/1_1c8ac0da-5606-4657-9b0a-8a5ca7443628.jpg?v=1718220568&width=1250,Ankur Lighting,,,Indoor (Dry Rated),China,,12 Months,Surface,950MM (3.1 feet),950MM (3.1 feet),E27,,,,,,,,,,
ceiling-lights,ANKUR DOMA FLORA GLASS DOME AND CRYSTAL LED HANGING CHANDELIER,"₹ 19,900",//www.ankurlighting.com/cdn/shop/files/Ch1.jpg?v=1704909188&width=1250,Ankur Lighting,Glass,Clear,Indoor (Dry Rated),China,,12 Months,Surface,,500MM (1.64 feet.),,,,,,,,,,,
ceiling-lights,ANKUR DOMA PEARL GLASS DOME AND CRYSTAL LED HANGING CHANDELIER,"₹ 19,900",//www.ankurlighting.com/cdn/shop/files/Philips-Ceiling-And-Suspension-Light-2.jpg?v=1704906124&width=1250,Ankur Lighting,Glass,Smoke Grey,Indoor (Dry Rated),China,,12 Months,,,500MM (1.64 feet.),,,,,,,,,,,
ceiling-lights,ANKUR MENSH MODERN MESH NET CONTEMPORARY CHANDELIER,"₹ 27,800",//www.ankurlighting.com/cdn/shop/files/H36e6d9db2f9d4660ba3f6076dbc5b486e.jpg?v=1701155063&width=1250,Ankur Lighting,Metal,Chrome,Indoor (Dry Rated),China,,12 Months,Surface,,800MM (2.62feet.),,,,3000K,,,,,,,
ceiling-lights,ANKUR RECTANGLE BLOOM CONTEMPORARY CRYSTAL CHANDELIER,"₹ 68,500",//www.ankurlighting.com/cdn/shop/files/3_ad650248-c524-4ce5-8d19-182c941fb5c7.jpg?v=1718221123&width=1250,,,Gold + Amber,Indoor (Dry Rated),China,,12 Months,Surface,,1600MM (5 feet.),G9,,,,,,,,,,
ceiling-lights,"ANKUR BRIC SURFACE CEILING ADJUSTABLE LED LIGHT ANTIGLARE OPTION FOR LIVING ROOMS, CORRIDORS, AISLES","₹ 3,950",//www.ankurlighting.com/cdn/shop/files/61qndpKoNtL._AC_SL1000.jpg?v=1700116308&width=1250,Ankur Lighting,Aluminium,White,Indoor (Dry Rated),China,,12 Months,Surface,100MM (0.32 Feet),,LED COB,100MM (0.32 Feet),100MM (0.32 Feet),6500K,With Dimmable Driver (Optional),,,,12,,
ceiling-lights,ANKUR BELLE LUXURY 8 LIGHT MULTICOLOUR HANDMADE CHANDELIER,"₹ 98,500",//www.ankurlighting.com/cdn/shop/files/0fa7a49a6d0915ae5eb6d941d0af4a9652990aa239e4834de90b3e9594e5ae71209f4cba6e5ba5f30d00b7e1f1d9bdb8fcc72df2c579f6ff58c5a38f77e4d87c.jpg?v=1698580611&width=1757,,,,Indoor (Dry Rated),India,,12 Months,,,,E27,,,,,,,,,,
ceiling-lights,ANKUR ROUND BLOOM CONTEMPORARY CRYSTAL CHANDELIER,"₹ 28,800",//www.ankurlighting.com/cdn/shop/files/Product185_6d923bb0-f536-4efc-b56f-12a4caf15eb1.jpg?v=1700635248&width=1250,,,Black + Chrome,Indoor (Dry Rated),China,,12 Months,Surface,,800MM (2.62feet.),G9,,,3000K,,,,,,,
ceiling-lights,ANKUR ERA RINGO 6W CYLINDER TUBE LED HANGING LIGHT,"₹ 3,450",//www.ankurlighting.com/cdn/shop/files/ankur-era-ringo-6w-cylinder-tube-led-hanging-light-ankur-lighting-1.jpg?v=1695133142&width=1250,Ankur Lighting,Aluminium,White,Indoor (Dry Rated),India,IP 20,12 Months,Surface,300MM (1 Feet),55MM (0.18 Feet),LED COB,,,6500K,With Dimmable Driver (Optional),,,,5,,
ceiling-lights,ANKUR GILDEDGLOW FRENCH FLOWER CRYSTAL ART GLASS ROUND CHANDELIER,"₹ 39,500",//www.ankurlighting.com/cdn/shop/files/ankur-gildedglow-french-flower-crystal-art-glass-round-chandelier-ankur-lighting-1.jpg?v=1695133142&width=1250,Ankur Lighting,Glass,Gold,Indoor (Dry Rated),China,,12 Months,Surface,,800MM (2.62 feet),E27,,,3000K,Yes,,,,,,
ceiling-lights,ANKUR IVY CRYSTAL LED CHANDELIER ROUND,"₹ 18,000",//www.ankurlighting.com/cdn/shop/files/ankur-ivy-crystal-led-chandelier-round-ankur-lighting-1.jpg?v=1695133121&width=1250,Ankur Lighting,Glass,,Indoor (Dry Rated),China,IP 20,12 Months,Surface,,500MM (20 inches),,,,,,,,,,,
ceiling-lights,ANKUR GRACE LB LED SURFACE CYLINDER LIGHT,"₹ 1,600",//www.ankurlighting.com/cdn/shop/files/ankur-grace-lb-led-surface-cylinder-light-ankur-lighting-2.jpg?v=1702029705&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),India,IP 20,12 Months,Surface,75MM (0.24 Feet),68MM (0.22 Feet),LED COB,,,6500K,,,,,12,,
ceiling-lights,ANKUR MINI CUBIC ROUND 6W LED DOWNLIGHT,₹ 950,//www.ankurlighting.com/cdn/shop/products/ankur-mini-cubic-round-6w-led-downlight-ankur-lighting-1.jpg?v=1695132226&width=1250,Ankur Lighting,Aluminium,white / Black / Grey,Indoor (Dry Rated),,IP 20,12 Months,Surface,110MM (0.36 feet.),63MM (0.2 feet.),LED COB,,,,,,,,6,AC85-265V 50-60Hz,
ceiling-lights,ANKUR 2-WAY UP/DOWN FLAT OUTDOOR WALL LIGHT,"₹ 2,400",//www.ankurlighting.com/cdn/shop/products/ankur-2-way-updown-flat-outdoor-wall-light-ankur-lighting-1.jpg?v=1695132114&width=1250,Ankur Lighting,Aluminium,Graphite Grey,Outdoor (Wet Rated),India,IP 54,12 Months,Surface,104MM (0.34 feet.),,LED COB,64MM (0.21 feet.),34MM (0.11 feet.),,No,,,,2,AC100-240V,Download SpecSheet
ceiling-lights,ANKUR DUAL TONE LED SURFACE LIGHT,"₹ 1,950",//www.ankurlighting.com/cdn/shop/products/ankur-dual-tone-led-surface-light-ankur-lighting-1.jpg?v=1695131890&width=1250,Ankur Lighting,Aluminium,Black-Copper,Indoor (Dry Rated),,IP 20,12 Months,Surface,(3.4 inch) 87.5,(3.5 inch) 88,LED COB,,,6500K,,,,,20,AC200-240V,
ceiling-lights,ANKUR CUBIC ROUND 12W LED DOWNLIGHT,"₹ 1,075",//www.ankurlighting.com/cdn/shop/products/ankur-cubic-round-12w-led-downlight-ankur-lighting-1.jpg?v=1695131302&width=1250,Ankur Lighting,Aluminium,Grey,Indoor (Dry Rated),,IP 20,12 Months,Surface,(4.3 inch) 110,(3 inch) 75,LED COB,,,6500K,,,,,12,AC85-265V 50-60Hz,
ceiling-lights,ANKUR MDM CYLINDRICAL SURFACE LED DOWNLIGHT,"₹ 1,250",//www.ankurlighting.com/cdn/shop/products/ankur-mdm-cylindrical-surface-led-downlight-ankur-lighting-1.jpg?v=1695131302&width=1250,,,,,,,,,,,,,,,,,,,,,
ceiling-lights,ANKUR 5070 LED LINEAR PROFILE LIGHT,"₹ 1,800",//www.ankurlighting.com/cdn/shop/products/ankur-5070-led-linear-profile-light-ankur-lighting-1.jpg?v=1695131261&width=1250,Ankur Lighting,Aluminium,Black,Indoor (Dry Rated),India,IP 20,12 Months,Surface,70MM (0.23feet.),,LED SMD,2400MM (8feet.),50MM (0.16feet.),6500K,,,,,80,AC100-240V,
ceiling-lights,ANKUR JUTTY 5 LIGHT ANTIQUE GOLD WITH BLACK CHANDELIER,"₹ 19,500",//www.ankurlighting.com/cdn/shop/products/ankur-jutty-5-light-antique-gold-with-black-chandelier-ankur-lighting-1.jpg?v=1695132850&width=1250,Ankur Lighting,Glass,Rose gold,Indoor (Dry Rated),India,IP 20,12 Months,Surface,360MM (1.18 feet),,E27,1000MM (3.28 feet),,,No,,,,,,
ceiling-lights,12 GLASS PENTA MoM GLASS RECTANGULAR CHANDELIER,"₹ 44,500",//www.ankurlighting.com/cdn/shop/products/12-glass-penta-mom-glass-rectangular-chandelier-ankur-lighting-1.jpg?v=1695132749&width=1250,Ankur Lighting,Glass,Rose gold,Indoor (Dry Rated),India,IP 20,12 Months,Surface,600MM (2 feet),,,900MM (3 feet.),,,No,"[""Alexa"",""Google Assistant""]",,,,,
ceiling-lights,ANKUR BUCKET HANGING LIGHT,"₹ 6,450",//www.ankurlighting.com/cdn/shop/products/ankur-bucket-hanging-light-ankur-lighting-1.jpg?v=1695132437&width=1250,Ankur Lighting,Aluminium,Gold,Indoor (Dry Rated),,IP 20,12 Months,Surface,260MM (0.85 feet.),440MM (1.44 feet.),E27,,,,,,,,,,
ceiling-lights,ANTIQUE BRASS GLASS GLOBE HANGING LIGHT,"₹ 22,500",//www.ankurlighting.com/cdn/shop/products/antique-brass-glass-globe-hanging-light-ankur-lighting-1.jpg?v=1695132187&width=1250,Ankur Lighting,Glass,Antique Brass,Indoor (Dry Rated),,IP 20,12 Months,Surface,435MM (1.43 feet.),245MM (0.8 feet.),E27,,,,No,,,,,,
ceiling-lights,ANTIQUE BRASS GLASS CYLINDER HANGING LIGHT,"₹ 22,500",//www.ankurlighting.com/cdn/shop/products/antique-brass-glass-cylinder-hanging-light-ankur-lighting-1.jpg?v=1695132187&width=1250,Ankur Lighting,Glass,Antique Brass,Indoor (Dry Rated),,IP 20,12 Months,Surface,435MM (1.43 feet.),260MM (0.85 feet.),E27,,,,No,,,,,,
ceiling-lights,ANKUR SWISS 3 LIGHT MILKY GLASS GLOBE CHANDELIER WITH GOLD METAL,"₹ 14,000",//www.ankurlighting.com/cdn/shop/products/ankur-swiss-3-light-milky-glass-globe-chandelier-with-gold-metal-ankur-lighting-1.jpg?v=1695132187&width=2953,Ankur Lighting,Metal,Golden,Indoor (Dry Rated),,IP 20,12 Months,Surface,1100MM (3.6 Feet),400MM (1.3 Feet),E27,,,,,,,,,,
ceiling-lights,ANKUR OSAKA GOLD METAL CAGE HANGING LIGHT,"₹ 11,500",//www.ankurlighting.com/cdn/shop/products/ankur-osaka-gold-metal-cage-hanging-light-ankur-lighting-1.jpg?v=1695132186&width=1250,Ankur Lighting,Metal,Golden,Indoor (Dry Rated),,IP 20,12 Months,Surface,400MM (1.13 Feet),400MM (1.13 Feet),E27,,,,,,,,,,
ceiling-lights,ANKUR TOKYO METAL MESH HANGING LIGHT,"₹ 20,500",//www.ankurlighting.com/cdn/shop/products/ankur-tokyo-metal-mesh-hanging-light-ankur-lighting-1.jpg?v=1695132172&width=1250,Ankur Lighting,Metal,,Indoor (Dry Rated),,,12 Months,Surface,300MM (0.98 feet.),400MM (1.31 feet.),E27,,,,,,,,,,
ceiling-lights,ANKUR CANE MESH EGG PENDANT LIGHT,"₹ 4,600",//www.ankurlighting.com/cdn/shop/products/ankur-cane-mesh-egg-pendant-light-ankur-lighting-1.jpg?v=1695131830&width=1250,Ankur Lighting,Bamboo / Cane,,Indoor (Dry Rated),China,IP 20,12 Months,Surface,300MM (0.98 feet.),350MM (1.15 feet.),E27,,,,,,,,,,
ceiling-lights,ANKUR NILE CANE MESH HANGING LIGHT,"₹ 16,000",//www.ankurlighting.com/cdn/shop/products/ankur-nile-cane-mesh-hanging-light-ankur-lighting-1.png?v=1695131809&width=1250,Ankur Lighting,Bamboo / Cane,,Indoor (Dry Rated),,,12 Months,Surface,500MM (1.64 feet.),,E27,470MM (1.54 feet.),,,,,,,,,
ceiling-lights,ANKUR RETRO NATURAL BAMBOO CANE AND FABRIC PENDANT LIGHT DARK BROWN,"₹ 16,500",//www.ankurlighting.com/cdn/shop/products/ankur-retro-natural-bamboo-cane-and-fabric-pendant-light-dark-brown-ankur-lighting-1.jpg?v=1695131703&width=1250,Ankur Lighting,Bamboo / Cane,Brown,Indoor (Dry Rated),India,IP 20,12 Months,Surface,300MM (1 Feet.),300MM (1 Feet.),E27,,,,,,,,,,
ceiling-lights,ANKUR RETRO CONICAL NATURAL BAMBOO CANE AND FABRIC PENDANT LIGHT,"₹ 12,500",//www.ankurlighting.com/cdn/shop/products/ankur-retro-conical-natural-bamboo-cane-and-fabric-pendant-light-ankur-lighting-1.jpg?v=1695131702&width=1250,Ankur Lighting,Cane,Blue Fabric,Indoor (Dry Rated),India,,12 Months,Surface,360MM (1.18 feet.),250MM (0.82 feet.),E27,,,,,,,,,,
ceiling-lights,ANKUR ARIZONA 2 LIGHT MILKY GLOBE WITH GOLD METAL HANGING LIGHT,"₹ 9,800",//www.ankurlighting.com/cdn/shop/products/ankur-arizona-2-light-milky-globe-with-gold-metal-hanging-light-ankur-lighting-1.jpg?v=1695132172&width=1250,Ankur Lighting,Metal,Gold / Milky Glass,Indoor (Dry Rated),,IP 20,12 Months,Surface,450MM (1.48 feet.),,E14,250MM (0.82 feet.),250MM (0.82 feet.),,No,,,,,,
ceiling-lights,ANKUR GEOM DOUBLE LINEAR AND ROUND LED PENDANT LIGHT,"₹ 28,500",//www.ankurlighting.com/cdn/shop/products/ankur-geom-double-linear-and-round-led-pendant-light-ankur-lighting-1.jpg?v=1695132172&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),,IP 20,12 Months,Surface,,,LED SMD,1200MM (3.94 feet.),400MM (1.31 feet.),,,,,,,,
ceiling-lights,ANKUR GEOM CONTEMPORARY ROUND LINEAR MAGNETIC LED PENDANT LIGHT,"₹ 19,500",//www.ankurlighting.com/cdn/shop/products/ankur-geom-contemporary-round-linear-magnetic-led-pendant-light-ankur-lighting-1.jpg?v=1695132172&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),,IP 20,12 Months,Surface,,,LED SMD,1200MM (3.94 feet.),405MM (1.33 feet.),,,,,,,,
ceiling-lights,ANKUR GEOM CONTEMPORARY LINEAR PENDANT LIGHT,"₹ 20,500",//www.ankurlighting.com/cdn/shop/products/ankur-geom-contemporary-linear-pendant-light-ankur-lighting-1.jpg?v=1695132147&width=1250,Ankur Lighting,Metal,Black,Indoor (Dry Rated),,IP 20,12 Months,Surface,,,LED SMD,1210MM (3.97 feet.),300MM (0.98 feet.),,,,,,,,
ceiling-lights,ANKUR DIXON HALF CHROME GLASS PENDANT LIGHT,"₹ 3,900",//www.ankurlighting.com/cdn/shop/products/ankur-dixon-half-chrome-glass-pendant-light-ankur-lighting-1.jpg?v=1695132025&width=1250,Ankur Lighting,Glass,Chrome,Indoor (Dry Rated),,IP 20,12 Months,Surface,,(1.3 feet) 400,E27,,,,No,,,,,,
ceiling-lights,ANTIQUE RUSTIC BLACK METAL PENDANT LIGHT,"₹ 3,600",//www.ankurlighting.com/cdn/shop/products/antique-rustic-black-metal-pendant-light-ankur-lighting-1.webp?v=1695131990&width=1250,Ankur Lighting,Metal,Grey,Indoor (Dry Rated),,IP 20,12 Months,Surface,230MM (0.75 feet.),360MM (1.18 feet.),E27,,,,No,,,,,,
ceiling-lights,ANKUR GLASS BALL HANGING LIGHT,"₹ 3,500",//www.ankurlighting.com/cdn/shop/products/ankur-glass-ball-hanging-light-ankur-lighting-1.png?v=1695131847&width=1250,Ankur Lighting,Glass,Clear,Indoor (Dry Rated),,IP 20,12 Months,Surface,1000MM (3.28 feet.),120MM (0.39 feet.),G4,,,,,,,,,,
ceiling-lights,ANKUR CORA GOLDEN GRADIENT TYPE A HANGING LIGHT,"₹ 5,900",//www.ankurlighting.com/cdn/shop/products/ankur-cora-golden-gradient-type-a-hanging-light-ankur-lighting-1.jpg?v=1695131830&width=1250,Ankur Lighting,Glass,Gold ombre,Indoor (Dry Rated),,IP 20,12 Months,Surface,280MM (0.92 feet.),170MM (0.56 feet.),E27,,,,No,,,,,,
ceiling-lights,ANKUR CORA GOLDEN GRADIENT TYPE B HANGING LIGHT,"₹ 6,950",//www.ankurlighting.com/cdn/shop/products/ankur-cora-golden-gradient-type-b-hanging-light-ankur-lighting-1.jpg?v=1695131831&width=1250,Ankur Lighting,Glass,Gold ombre,Indoor (Dry Rated),,IP 20,12 Months,Surface,250MM (0.82 feet.),230MM (0.75 feet.),E27,,,,No,,,,,,
ceiling-lights,ANKUR ECLAIR NATURAL CANE AND FABRIC PENDANT LIGHT,"₹ 16,000",//www.ankurlighting.com/cdn/shop/products/ankur-eclair-natural-cane-and-fabric-pendant-light-ankur-lighting-1.jpg?v=1695131830&width=1250,Ankur Lighting,Bamboo / Cane,Brown,Indoor (Dry Rated),,IP 20,12 Months,Surface,400MM (1.31 feet.),,E27,600MM (1.97 feet.),600MM (1.97 feet.),,,,,,,,
